,Street Address,Bed,Bath,Listing Area,Certificate,Jakarta Division,Price
6762,Cakung,4,2,250,SHM - Sertifikat Hak Milik,EAST,2400000000.0
867,Tanah Abang,3,2,170,SHM - Sertifikat Hak Milik,CENTRAL,3200000000.0
6353,Cakung,4,4,147,SHM - Sertifikat Hak Milik,EAST,3550000000.0
355,Kemayoran,2,2,62,SHM - Sertifikat Hak Milik,CENTRAL,795000000.0
21250,Buaran,3,3,220,SHM - Sertifikat Hak Milik,EAST,2200000000.0
6835,Condet,4,2,130,SHM - Sertifikat Hak Milik,EAST,1200000000.0
1970,Cempaka Putih,5,4,183,SHM - Sertifikat Hak Milik,CENTRAL,5000000000.0
11495,Mangga Besar,2,2,53,SHM - Sertifikat Hak Milik,WEST,839012390.0
4784,Bintaro,4,4,220,SHM - Sertifikat Hak Milik,SOUTH,3425000000.0
3366,Taman Sari,3,2,119,SHM - Sertifikat Hak Milik,WEST,1600000000.0
5087,Jagakarsa,3,4,135,SHM - Sertifikat Hak Milik,SOUTH,1250000000.0
16069,Puri Mansion,3,3,240,SHM - Sertifikat Hak Milik,WEST,4500000000.0
6185,Kalisari,4,4,130,SHM - Sertifikat Hak Milik,EAST,1650000000.0
20064,Grogol Petamburan,3,3,120,SHM - Sertifikat Hak Milik,WEST,1590000000.0
16346,Kali Deres,2,1,100,SHM - Sertifikat Hak Milik,WEST,1200000000.0
21492,Cijantung,4,4,160,SHM - Sertifikat Hak Milik,EAST,2100000000.0
8755,Kelapa Gading,4,4,107,PPJB - Perjanjian Pengikatan Jual Beli,NORTH,4300000000.0
7020,Cakung,2,1,72,SHM - Sertifikat Hak Milik,EAST,1350000000.0
21293,Buaran,3,1,100,SHM - Sertifikat Hak Milik,EAST,3000000000.0
20397,Jl. Kembangan Raya,3,3,170,SHM - Sertifikat Hak Milik,WEST,5200000000.0
7029,Jakarta Garden City/JGC,4,3,280,SHM - Sertifikat Hak Milik,EAST,4700000000.0
22587,Pantai Indah Kapuk,2,2,79,PPJB - Perjanjian Pengikatan Jual Beli,NORTH,1750000000.0
7886,Rawamangun,2,2,100,SHM - Sertifikat Hak Milik,EAST,2600000000.0
3596,Kebon Jeruk,4,3,111,SHM - Sertifikat Hak Milik,WEST,2500000000.0
6386,Pondok Kelapa,2,1,60,SHM - Sertifikat Hak Milik,EAST,825000000.0
3175,Cengkareng,3,2,120,SHM - Sertifikat Hak Milik,WEST,2400000000.0
3814,Puri Indah,4,4,225,SHM - Sertifikat Hak Milik,WEST,5750000000.0
10123,Menteng,2,2,63,SHM - Sertifikat Hak Milik,CENTRAL,1451237888.0
5621,Jagakarsa,5,4,220,SHM - Sertifikat Hak Milik,SOUTH,3100000000.0
11781,Cengkareng,4,2,195,SHM - Sertifikat Hak Milik,WEST,3200000000.0
2529,Cengkareng,4,3,120,SHM - Sertifikat Hak Milik,WEST,1500000000.0
15977,Jelambar,3,3,118,SHM - Sertifikat Hak Milik,WEST,1370000000.0
18937,Sunter,3,3,120,SHM - Sertifikat Hak Milik,NORTH,1650000000.0
2382,Jelambar,4,3,238,SHM - Sertifikat Hak Milik,WEST,1990000000.0
18268,Pondok Kelapa,5,4,160,SHM - Sertifikat Hak Milik,EAST,1900000000.0
17003,Citra Garden,3,2,120,SHM - Sertifikat Hak Milik,WEST,1750000000.0
3043,Cengkareng,4,3,200,SHM - Sertifikat Hak Milik,WEST,3900000000.0
21590,Duren Sawit,4,2,180,SHM - Sertifikat Hak Milik,EAST,2750000000.0
1946,Roxy,5,3,280,SHM - Sertifikat Hak Milik,CENTRAL,4000000000.0
1497,Cempaka Putih,3,2,240,SHM - Sertifikat Hak Milik,CENTRAL,5000000000.0
3712,Tomang,3,3,200,SHM - Sertifikat Hak Milik,WEST,3500000000.0
12598,Pondok Kelapa,5,4,300,SHM - Sertifikat Hak Milik,EAST,3300000000.0
7957,Kamal,4,3,170,PPJB - Perjanjian Pengikatan Jual Beli,NORTH,4000000000.0
3453,Tanjung Duren,3,3,96,SHM - Sertifikat Hak Milik,WEST,2100000000.0
2079,Permata Buana,4,3,300,SHM - Sertifikat Hak Milik,WEST,5750000000.0
9667,Pantai Indah Kapuk,3,3,96,PPJB - Perjanjian Pengikatan Jual Beli,NORTH,2300000000.0
11647,Citra Garden,4,3,170,SHM - Sertifikat Hak Milik,WEST,1900000000.0
14704,Pantai Indah Kapuk,3,3,80,PPJB - Perjanjian Pengikatan Jual Beli,NORTH,1850000000.0
21507,Cibubur,2,1,50,SHM - Sertifikat Hak Milik,EAST,260000000.0
13915,Pantai Indah Kapuk,4,4,185,SHM - Sertifikat Hak Milik,NORTH,6500000000.0
20063,Tanjung Duren,3,2,55,SHM - Sertifikat Hak Milik,WEST,1500000000.0
21119,Kayu Putih,3,3,330,SHM - Sertifikat Hak Milik,EAST,4500000000.0
18479,Penjaringan,3,2,160,PPJB - Perjanjian Pengikatan Jual Beli,NORTH,4000000000.0
12227,Cengkareng,3,3,125,SHM - Sertifikat Hak Milik,WEST,2460000000.0
17278,Taman Modern,4,3,128,SHM - Sertifikat Hak Milik,EAST,1500000000.0
13167,Cilangkap,3,2,90,SHM - Sertifikat Hak Milik,EAST,1300000000.0
4850,Jagakarsa,3,3,100,SHM - Sertifikat Hak Milik,SOUTH,1050000000.0
20670,Cengkareng,4,4,160,SHM - Sertifikat Hak Milik,WEST,3175000000.0
15903,Cempaka Putih,3,2,160,SHM - Sertifikat Hak Milik,CENTRAL,2750000000.0
11191,Cengkareng,3,4,150,SHM - Sertifikat Hak Milik,WEST,3750000000.0
10486,Cempaka Putih,4,3,350,SHM - Sertifikat Hak Milik,CENTRAL,6500000000.0
10632,Kemayoran,2,1,36,SHM - Sertifikat Hak Milik,CENTRAL,185000000.0
1860,Kemayoran,5,3,250,SHM - Sertifikat Hak Milik,CENTRAL,2600000000.0
19423,Kelapa Gading,4,4,132,PPJB - Perjanjian Pengikatan Jual Beli,NORTH,4300000000.0
9386,Pantai Indah Kapuk,2,2,62,PPJB - Perjanjian Pengikatan Jual Beli,NORTH,1325000000.0
17908,Pondok Bambu,3,2,150,SHM - Sertifikat Hak Milik,EAST,3800000000.0
8801,Pantai Indah Kapuk,4,4,176,SHM - Sertifikat Hak Milik,NORTH,5900000000.0
20945,Condet,4,3,93,SHM - Sertifikat Hak Milik,EAST,2100000000.0
11928,Jelambar,2,2,240,SHM - Sertifikat Hak Milik,WEST,3400000000.0
20403,Srengseng,2,2,66,PPJB - Perjanjian Pengikatan Jual Beli,WEST,2018200000.0
8,Kemayoran,2,2,42,SHM - Sertifikat Hak Milik,CENTRAL,534879000.0
9723,Sunter,3,3,100,SHM - Sertifikat Hak Milik,NORTH,2700000000.0
14783,Sunter,4,4,170,SHM - Sertifikat Hak Milik,NORTH,4300000000.0
6522,Cipayung,3,2,75,SHM - Sertifikat Hak Milik,EAST,1200000000.0
9014,Pantai Indah Kapuk,3,3,150,PPJB - Perjanjian Pengikatan Jual Beli,NORTH,3900000000.0
21299,Cijantung,3,2,60,SHM - Sertifikat Hak Milik,EAST,1800000000.0
4514,Cipete,3,2,70,SHM - Sertifikat Hak Milik,SOUTH,2200000000.0
16382,Kali Deres,4,2,150,SHM - Sertifikat Hak Milik,WEST,1650000000.0
7874,Rawamangun,5,4,250,SHM - Sertifikat Hak Milik,EAST,6700000000.0
9054,Pantai Indah Kapuk,3,3,171,PPJB - Perjanjian Pengikatan Jual Beli,NORTH,3900000000.0
22628,Pantai Indah Kapuk,3,3,170,PPJB - Perjanjian Pengikatan Jual Beli,NORTH,5000000000.0
16841,Jelambar,4,4,200,SHM - Sertifikat Hak Milik,WEST,2250000000.0
82,Senen,3,3,50,SHM - Sertifikat Hak Milik,CENTRAL,781000000.0
18219,Cakung,4,4,155,SHM - Sertifikat Hak Milik,EAST,2850000000.0
19958,Kemanggisan,5,3,255,SHM - Sertifikat Hak Milik,WEST,4550000000.0
15025,Kelapa Gading,3,2,187,SHM - Sertifikat Hak Milik,NORTH,5000000000.0
16302,Cengkareng,3,2,100,SHM - Sertifikat Hak Milik,WEST,2150000000.0
5990,Ciracas,3,2,60,SHM - Sertifikat Hak Milik,EAST,849000000.0
18221,Cakung,5,2,58,PPJB - Perjanjian Pengikatan Jual Beli,EAST,1500000000.0
7877,Cibubur,5,4,350,SHM - Sertifikat Hak Milik,EAST,5800000000.0
6245,Ciracas,3,2,70,SHM - Sertifikat Hak Milik,EAST,661500000.0
7864,Condet,2,1,85,AJB - Akta Jual Beli,EAST,500000000.0
7924,Pondok Kelapa,5,3,220,SHM - Sertifikat Hak Milik,EAST,2175000000.0
4989,Cilandak,4,4,263,SHM - Sertifikat Hak Milik,SOUTH,5594000000.0
14834,Pantai Indah Kapuk,3,3,200,SHM - Sertifikat Hak Milik,NORTH,3300000000.0
3628,Duri Kosambi,4,4,110,SHM - Sertifikat Hak Milik,WEST,2100000000.0
9493,Kelapa Gading,4,4,200,SHM - Sertifikat Hak Milik,NORTH,4000000000.0
10818,Kemayoran,2,1,250,SHGB - Hak Guna Bangunan,CENTRAL,2300000000.0
18044,Cakung,4,3,150,SHM - Sertifikat Hak Milik,EAST,1700000000.0
12422,Pondok Pinang,4,2,134,SHM - Sertifikat Hak Milik,SOUTH,4000000000.0
7988,Pantai Indah Kapuk,3,3,192,SHM - Sertifikat Hak Milik,NORTH,4150000000.0
11254,Kembangan,4,3,280,PPJB - Perjanjian Pengikatan Jual Beli,WEST,6500000000.0
16176,Permata Buana,4,3,190,SHM - Sertifikat Hak Milik,WEST,5750000000.0
14337,Pantai Indah Kapuk,3,3,200,SHM - Sertifikat Hak Milik,NORTH,6900000000.0
16579,Kali Deres,5,4,280,SHM - Sertifikat Hak Milik,WEST,2900000000.0
21841,Kelapa Gading,4,3,352,SHM - Sertifikat Hak Milik,NORTH,3500000000.0
274,Gambir,4,3,98,SHM - Sertifikat Hak Milik,CENTRAL,1400000000.0
11114,Jelambar,5,4,310,SHM - Sertifikat Hak Milik,WEST,2999000000.0
15965,Joglo,5,3,230,SHM - Sertifikat Hak Milik,WEST,2800000000.0
8399,Pantai Indah Kapuk,5,4,250,SHM - Sertifikat Hak Milik,NORTH,4000000000.0
16050,Citra Garden,3,3,125,SHM - Sertifikat Hak Milik,WEST,1750000000.0
2557,Meruya,4,4,300,SHM - Sertifikat Hak Milik,WEST,3950000000.0
69,Salemba,3,2,55,SHM - Sertifikat Hak Milik,CENTRAL,900000000.0
18038,Cakung,4,2,90,SHM - Sertifikat Hak Milik,EAST,1650000000.0
17508,Cakung,4,3,144,SHM - Sertifikat Hak Milik,EAST,4000000000.0
21736,Cakung,3,2,75,PPJB - Perjanjian Pengikatan Jual Beli,EAST,1850000000.0
5915,Ciganjur,4,3,220,SHM - Sertifikat Hak Milik,SOUTH,3528000000.0
12273,Green Garden,3,3,275,SHM - Sertifikat Hak Milik,WEST,3350000000.0
3623,Kali Deres,5,4,250,SHM - Sertifikat Hak Milik,WEST,6500000000.0
7506,Cipinang,4,3,320,SHGB - Hak Guna Bangunan,EAST,4500000000.0
20460,Kembangan,3,3,156,SHM - Sertifikat Hak Milik,WEST,2900000000.0
13843,Pondok Kelapa,3,2,150,SHM - Sertifikat Hak Milik,EAST,1700000000.0
17462,Cijantung,3,3,77,SHM - Sertifikat Hak Milik,EAST,980000000.0
8538,Pantai Indah Kapuk,4,4,170,PPJB - Perjanjian Pengikatan Jual Beli,NORTH,4400000000.0
11943,Kembangan,4,3,300,SHM - Sertifikat Hak Milik,WEST,6000000000.0
22210,Pantai Indah Kapuk,3,2,160,SHM - Sertifikat Hak Milik,NORTH,3950000000.0
10503,Gunung Sahari,4,3,280,SHM - Sertifikat Hak Milik,CENTRAL,3500000000.0
8707,Kelapa Gading,5,3,242,SHM - Sertifikat Hak Milik,NORTH,4500000000.0
36,Kemayoran,2,2,43,SHM - Sertifikat Hak Milik,CENTRAL,511600000.0
2785,Meruya,4,3,140,SHM - Sertifikat Hak Milik,WEST,2400000000.0
19993,Meruya,3,2,120,SHM - Sertifikat Hak Milik,WEST,1600000000.0
6925,Ciracas,3,2,84,SHM - Sertifikat Hak Milik,EAST,1000000000.0
19779,Kemayoran,5,3,250,SHM - Sertifikat Hak Milik,CENTRAL,2300000000.0
12697,Kalisari,2,1,55,SHM - Sertifikat Hak Milik,EAST,900000000.0
8246,Pantai Indah Kapuk,3,3,215,PPJB - Perjanjian Pengikatan Jual Beli,NORTH,5900000000.0
12016,Daan Mogot,2,2,63,SHM - Sertifikat Hak Milik,WEST,1444000000.0
11012,Jl. Kembangan Raya,5,3,300,SHM - Sertifikat Hak Milik,WEST,6200000000.0
13364,Cipinang,3,2,110,SHGB - Hak Guna Bangunan,EAST,1850000000.0
21225,Duren Sawit,5,4,300,SHM - Sertifikat Hak Milik,EAST,3300000000.0
9145,Pantai Indah Kapuk,4,3,180,SHM - Sertifikat Hak Milik,NORTH,4000000000.0
3098,Tanjung Duren,2,1,55,SHM - Sertifikat Hak Milik,WEST,1000000000.0
7360,Kayu Putih,5,4,270,SHM - Sertifikat Hak Milik,EAST,2700000000.0
300,Cempaka Putih,5,3,350,SHM - Sertifikat Hak Milik,CENTRAL,3278200000.0
18752,Pluit,3,3,200,SHM - Sertifikat Hak Milik,NORTH,4800000000.0
3959,Duri Kepa,4,2,110,SHM - Sertifikat Hak Milik,WEST,1500000000.0
7659,Pasar Rebo,4,3,250,SHGB - Hak Guna Bangunan,EAST,2100000000.0
21747,Utan Kayu,3,2,150,SHM - Sertifikat Hak Milik,EAST,1700000000.0
8411,Pantai Indah Kapuk,3,3,160,PPJB - Perjanjian Pengikatan Jual Beli,NORTH,4200000000.0
3517,Kali Deres,5,4,250,SHM - Sertifikat Hak Milik,WEST,5000000000.0
3527,Citra Garden,5,4,210,SHM - Sertifikat Hak Milik,WEST,2900000000.0
6884,Duren Sawit,5,3,108,SHM - Sertifikat Hak Milik,EAST,1200000000.0
1237,Senen,2,2,60,SHM - Sertifikat Hak Milik,CENTRAL,850000000.0
4039,Pondok Indah,4,4,297,SHM - Sertifikat Hak Milik,SOUTH,5300000000.0
19799,Cempaka Putih,3,2,195,SHGB - Hak Guna Bangunan,CENTRAL,5800000000.0
1207,Thamrin,3,2,132,SHM - Sertifikat Hak Milik,CENTRAL,2918300000.0
14951,Kelapa Gading,3,2,150,SHM - Sertifikat Hak Milik,NORTH,5100000000.0
1999,Tomang,4,4,270,SHM - Sertifikat Hak Milik,WEST,4500000000.0
20317,Cengkareng,5,3,250,SHM - Sertifikat Hak Milik,WEST,5000000000.0
6753,Rawamangun,4,2,80,SHM - Sertifikat Hak Milik,EAST,925000000.0
22389,Tanjung Priok,4,4,266,SHM - Sertifikat Hak Milik,NORTH,4900000000.0
13882,Pantai Indah Kapuk,5,4,250,SHM - Sertifikat Hak Milik,NORTH,6500000000.0
10958,Cengkareng,3,3,120,SHM - Sertifikat Hak Milik,WEST,2550000000.0
7783,Pulo Gebang,3,4,200,SHM - Sertifikat Hak Milik,EAST,2000000000.0
7761,Pondok Kelapa,4,3,150,SHM - Sertifikat Hak Milik,EAST,1850000000.0
11819,Jelambar,4,4,171,SHM - Sertifikat Hak Milik,WEST,2250000000.0
7893,Cipayung,3,3,80,SHM - Sertifikat Hak Milik,EAST,1048600000.0
3601,Kembangan,4,3,200,SHM - Sertifikat Hak Milik,WEST,4600000000.0
847,Cempaka Putih,3,3,250,SHM - Sertifikat Hak Milik,CENTRAL,6000000000.0
9697,Sunter,3,2,60,SHM - Sertifikat Hak Milik,NORTH,1150000000.0
21246,Pondok Bambu,5,3,300,SHM - Sertifikat Hak Milik,EAST,2400000000.0
4152,Pejaten,3,3,120,SHM - Sertifikat Hak Milik,SOUTH,5900000000.0
7317,Pulomas,4,2,185,SHM - Sertifikat Hak Milik,EAST,4500000000.0
19633,Kemayoran,2,1,125,SHM - Sertifikat Hak Milik,CENTRAL,1160000000.0
3275,Cengkareng,2,2,88,SHM - Sertifikat Hak Milik,WEST,1600000000.0
9963,Duri Pulo,4,2,143,AJB - Akta Jual Beli,CENTRAL,1000000000.0
18403,Cilangkap,2,2,53,SHM - Sertifikat Hak Milik,EAST,839123122.0
7879,Cipayung,4,4,160,SHM - Sertifikat Hak Milik,EAST,3650000000.0
2283,Cengkareng,3,2,75,SHM - Sertifikat Hak Milik,WEST,1575000000.0
3495,Kebon Jeruk,4,3,170,SHM - Sertifikat Hak Milik,WEST,3300000000.0
2952,Jelambar,5,3,189,SHM - Sertifikat Hak Milik,WEST,2750000000.0
10109,Cempaka Putih,2,2,58,SHM - Sertifikat Hak Milik,CENTRAL,1071000000.0
5055,Bintaro,3,3,132,SHM - Sertifikat Hak Milik,SOUTH,1500000000.0
19943,Kebon Jeruk,4,2,160,SHM - Sertifikat Hak Milik,WEST,5200000000.0
21360,Condet,4,3,130,SHM - Sertifikat Hak Milik,EAST,1600000000.0
11877,Meruya,4,2,290,SHM - Sertifikat Hak Milik,WEST,3400000000.0
12127,Jl. Taman Palem Lestari,4,4,180,SHM - Sertifikat Hak Milik,WEST,2800000000.0
2171,Puri Indah,3,2,58,SHM - Sertifikat Hak Milik,WEST,1500000000.0
10912,Jelambar,4,2,120,SHM - Sertifikat Hak Milik,WEST,1750000000.0
19332,Sunter,4,2,313,SHM - Sertifikat Hak Milik,NORTH,6500000000.0
11383,Kali Deres,4,4,250,SHM - Sertifikat Hak Milik,WEST,4000000000.0
19155,Sunter,4,2,139,SHM - Sertifikat Hak Milik,NORTH,1500000000.0
17711,Cakung,2,2,62,SHM - Sertifikat Hak Milik,EAST,1590000000.0
7634,Jakarta Garden City/JGC,3,2,63,SHGB - Hak Guna Bangunan,EAST,1800000000.0
12036,Cengkareng,5,3,200,SHM - Sertifikat Hak Milik,WEST,3500000000.0
17675,Duren Sawit,5,2,150,SHM - Sertifikat Hak Milik,EAST,2650000000.0
6000,Ciracas,3,2,52,SHM - Sertifikat Hak Milik,EAST,700000000.0
16484,Jelambar,4,3,220,SHM - Sertifikat Hak Milik,WEST,3250000000.0
3018,Taman Ratu,5,4,215,SHM - Sertifikat Hak Milik,WEST,2950000000.0
4602,Kemang,4,4,230,SHM - Sertifikat Hak Milik,SOUTH,4000000000.0
5970,Jakarta Garden City/JGC,3,3,90,PPJB - Perjanjian Pengikatan Jual Beli,EAST,2050000000.0
13175,Cakung,4,4,180,SHM - Sertifikat Hak Milik,EAST,2000000000.0
15960,Joglo,5,4,300,SHM - Sertifikat Hak Milik,WEST,7000000000.0
18220,Cakung,4,3,94,SHGB - Hak Guna Bangunan,EAST,1500000000.0
20880,Pisangan Lama,2,1,56,SHM - Sertifikat Hak Milik,EAST,760000000.0
13368,Condet,5,3,146,SHGB - Hak Guna Bangunan,EAST,4500000000.0
18029,Cakung,4,2,90,SHM - Sertifikat Hak Milik,EAST,1650000000.0
8950,Kelapa Gading,3,2,80,SHM - Sertifikat Hak Milik,NORTH,2000000000.0
19097,Kapuk Muara,5,4,173,SHM - Sertifikat Hak Milik,NORTH,6500000000.0
17482,Rawamangun,3,2,100,SHM - Sertifikat Hak Milik,EAST,3500000000.0
17422,Cakung,2,2,150,SHGB - Hak Guna Bangunan,EAST,2600000000.0
21705,Condet,2,2,65,SHM - Sertifikat Hak Milik,EAST,720000000.0
21520,Cakung,4,3,126,SHM - Sertifikat Hak Milik,EAST,2400000000.0
7550,Cakung,4,4,170,SHM - Sertifikat Hak Milik,EAST,3200000000.0
12020,Tambora,4,2,180,SHM - Sertifikat Hak Milik,WEST,1300000000.0
7423,Jakarta Garden City/JGC,4,3,120,PPJB - Perjanjian Pengikatan Jual Beli,EAST,2700000000.0
7481,Condet,2,1,40,SHM - Sertifikat Hak Milik,EAST,760000000.0
2820,Puri Indah,3,2,58,SHM - Sertifikat Hak Milik,WEST,1550000000.0
15888,Senen,4,3,175,SHGB - Hak Guna Bangunan,CENTRAL,5000000000.0
14746,Pantai Indah Kapuk,4,4,160,SHM - Sertifikat Hak Milik,NORTH,5750000000.0
17097,Cengkareng,3,3,90,SHM - Sertifikat Hak Milik,WEST,2400000000.0
12032,Tomang,4,2,300,SHM - Sertifikat Hak Milik,WEST,2800000000.0
19145,Muara Karang,3,3,157,SHM - Sertifikat Hak Milik,NORTH,7000000000.0
18344,Cakung,3,3,108,SHM - Sertifikat Hak Milik,EAST,2500000000.0
2909,Joglo,3,2,165,SHM - Sertifikat Hak Milik,WEST,3350000000.0
11830,Kali Deres,4,4,360,SHM - Sertifikat Hak Milik,WEST,5700000000.0
14254,Pantai Indah Kapuk,3,1,160,Sertifikat Belum Pecah,NORTH,4300000000.0
2496,Jl. Kembangan Raya,3,4,170,SHM - Sertifikat Hak Milik,WEST,2300000000.0
11523,Kemanggisan,3,2,160,SHM - Sertifikat Hak Milik,WEST,1500000000.0
7245,Rawamangun,4,4,250,SHM - Sertifikat Hak Milik,EAST,4100000000.0
3050,Cengkareng,2,2,105,SHM - Sertifikat Hak Milik,WEST,2000000000.0
7741,Cakung,4,3,350,SHM - Sertifikat Hak Milik,EAST,2800000000.0
20051,Tanjung Duren,4,3,120,SHM - Sertifikat Hak Milik,WEST,1950000000.0
6274,Jatiwaringin,3,2,82,SHM - Sertifikat Hak Milik,EAST,800000000.0
1178,Kemayoran,3,2,240,SHM - Sertifikat Hak Milik,CENTRAL,2800000000.0
19219,Sunter,5,4,306,SHM - Sertifikat Hak Milik,NORTH,6500000000.0
16676,Jelambar,3,2,181,SHM - Sertifikat Hak Milik,WEST,3200000000.0
21000,Pasar Rebo,3,2,74,SHM - Sertifikat Hak Milik,EAST,950000000.0
8764,Kamal,3,2,200,PPJB - Perjanjian Pengikatan Jual Beli,NORTH,4950000000.0
16601,Grogol Petamburan,4,3,88,SHM - Sertifikat Hak Milik,WEST,2500000000.0
18668,Kelapa Gading,3,3,240,SHM - Sertifikat Hak Milik,NORTH,3200000000.0
3711,Tomang,4,3,200,SHM - Sertifikat Hak Milik,WEST,3700000000.0
3214,Jl. Kembangan Raya,4,3,240,SHM - Sertifikat Hak Milik,WEST,5500000000.0
2833,Kembangan,4,3,257,SHM - Sertifikat Hak Milik,WEST,3500000000.0
17107,Tanjung Duren,3,3,132,SHM - Sertifikat Hak Milik,WEST,1600000000.0
17289,Pasar Rebo,4,4,130,SHM - Sertifikat Hak Milik,EAST,1775000000.0
6001,Cipayung,3,3,80,SHM - Sertifikat Hak Milik,EAST,1002400000.0
10234,Kemayoran,3,4,230,SHM - Sertifikat Hak Milik,CENTRAL,1500000000.0
14389,Muara Karang,4,3,200,SHM - Sertifikat Hak Milik,NORTH,5200000000.0
12130,Kali Deres,5,4,310,SHM - Sertifikat Hak Milik,WEST,3950000000.0
7932,Rawamangun,4,4,212,SHM - Sertifikat Hak Milik,EAST,5000000000.0
20039,Puri Indah,3,2,69,Strata,WEST,2500000000.0
16980,Jelambar,3,2,120,SHM - Sertifikat Hak Milik,WEST,1550000000.0
11086,Puri Indah,3,3,118,SHGB - Hak Guna Bangunan,WEST,2600000000.0
6541,Cilangkap,3,2,105,SHM - Sertifikat Hak Milik,EAST,750000000.0
8703,Kelapa Gading,4,4,209,SHM - Sertifikat Hak Milik,NORTH,3500000000.0
11618,Kebon Jeruk,5,4,350,SHM - Sertifikat Hak Milik,WEST,4688000000.0
3181,Cengkareng,2,2,50,SHM - Sertifikat Hak Milik,WEST,1600000000.0
4069,Permata Hijau,3,2,63,SHM - Sertifikat Hak Milik,SOUTH,628000000.0
11088,Cengkareng,3,3,140,SHM - Sertifikat Hak Milik,WEST,1900000000.0
6023,Cakung,3,3,56,SHM - Sertifikat Hak Milik,EAST,1950000000.0
7213,Cipayung,3,2,80,SHM - Sertifikat Hak Milik,EAST,1048600000.0
14663,Pantai Indah Kapuk,2,1,75,SHM - Sertifikat Hak Milik,NORTH,1850000000.0
12871,Cakung,4,3,133,SHM - Sertifikat Hak Milik,EAST,3200000000.0
10000,Kemayoran,4,2,100,SHM - Sertifikat Hak Milik,CENTRAL,2500000000.0
19142,Pantai Indah Kapuk,3,3,142,PPJB - Perjanjian Pengikatan Jual Beli,NORTH,4000000000.0
3325,Tomang,3,2,300,SHM - Sertifikat Hak Milik,WEST,2950000000.0
3005,Duri Kepa,4,2,140,SHM - Sertifikat Hak Milik,WEST,2500000000.0
17591,Pondok Kelapa,4,3,150,SHGB - Hak Guna Bangunan,EAST,1975000000.0
20919,Matraman,3,2,179,SHM - Sertifikat Hak Milik,EAST,1750000000.0
10259,Sawah Besar,4,2,260,SHM - Sertifikat Hak Milik,CENTRAL,3250000000.0
14063,Pantai Indah Kapuk,4,3,120,SHM - Sertifikat Hak Milik,NORTH,3350000000.0
11448,Kedoya,4,3,150,SHM - Sertifikat Hak Milik,WEST,3750000000.0
17262,Rawamangun,3,3,180,SHM - Sertifikat Hak Milik,EAST,3100000000.0
6442,Condet,4,3,117,SHM - Sertifikat Hak Milik,EAST,1800000000.0
15719,Johar Baru,3,2,197,SHM - Sertifikat Hak Milik,CENTRAL,4200000000.0
11154,Palmerah,3,2,65,SHM - Sertifikat Hak Milik,WEST,970000000.0
12807,Cakung,3,2,200,SHGB - Hak Guna Bangunan,EAST,2400000000.0
5839,Setia Budi,3,2,108,SHM - Sertifikat Hak Milik,SOUTH,1500000000.0
21006,Cakung,3,1,150,SHM - Sertifikat Hak Milik,EAST,1400000000.0
3706,Tomang,4,3,180,SHM - Sertifikat Hak Milik,WEST,2500000000.0
1012,Cempaka Putih,5,4,150,SHM - Sertifikat Hak Milik,CENTRAL,3300000000.0
9080,Kelapa Gading,5,4,220,SHM - Sertifikat Hak Milik,NORTH,5800000000.0
11852,Duri Kepa,3,3,200,SHM - Sertifikat Hak Milik,WEST,2500000000.0
19055,Pantai Indah Kapuk,3,3,180,PPJB - Perjanjian Pengikatan Jual Beli,NORTH,4000000000.0
6727,Kayu Putih,4,3,215,SHM - Sertifikat Hak Milik,EAST,6500000000.0
3667,Tambora,3,2,96,AJB - Akta Jual Beli,WEST,1100000000.0
2623,Taman Kencana,3,2,132,SHM - Sertifikat Hak Milik,WEST,2910000000.0
10843,Cempaka Putih,3,2,50,SHM - Sertifikat Hak Milik,CENTRAL,1450000000.0
22276,Sunter,4,3,150,SHM - Sertifikat Hak Milik,NORTH,2700000000.0
7435,Cakung,4,4,165,SHM - Sertifikat Hak Milik,EAST,5624000000.0
10440,Cempaka Putih,4,3,304,SHM - Sertifikat Hak Milik,CENTRAL,6500000000.0
4819,Cilandak,4,2,200,SHM - Sertifikat Hak Milik,SOUTH,3550000000.0
11692,Kali Deres,4,4,160,SHM - Sertifikat Hak Milik,WEST,3500000000.0
12109,Kali Deres,3,3,115,SHM - Sertifikat Hak Milik,WEST,1750000000.0
17598,Jakarta Garden City/JGC,4,4,160,SHM - Sertifikat Hak Milik,EAST,2200000000.0
6411,Condet,4,4,200,SHM - Sertifikat Hak Milik,EAST,1300000000.0
16416,Duri Kepa,5,4,225,SHM - Sertifikat Hak Milik,WEST,3200000000.0
15776,Kemayoran,2,2,36,SHM - Sertifikat Hak Milik,CENTRAL,430000000.0
15020,Penjaringan,3,3,270,SHM - Sertifikat Hak Milik,NORTH,2500000000.0
11247,Kali Deres,4,2,108,SHM - Sertifikat Hak Milik,WEST,3100000000.0
13762,Cipayung,2,1,350,SHM - Sertifikat Hak Milik,EAST,6500000000.0
2261,Kebon Jeruk,4,3,200,SHM - Sertifikat Hak Milik,WEST,2200000000.0
14678,Tanjung Priok,3,2,200,SHM - Sertifikat Hak Milik,NORTH,1450000000.0
19041,Kelapa Gading,3,1,65,SHM - Sertifikat Hak Milik,NORTH,2000000000.0
6773,Pondok Gede,4,2,109,SHGB - Hak Guna Bangunan,EAST,1789000000.0
19366,Pluit,2,1,200,SHM - Sertifikat Hak Milik,NORTH,4200000000.0
